trial,model,decision,score,altscore,rt,distance,countA,countB,maxcount,maxspeed_front,maxspeed_back
AABBAAAA,snr,B,1.5,0.0,3,4,6,2,6,0.5,1.0
AABBAAAA,blca_l10_k01_wi01_leak01_beta01,B,1.98,-0.98,1,4,6,2,6,0.5,1.0
AABBAAAA,gating_g04,N,,,,4,6,2,6,0.5,1.0
AABBAAAA,relcount,N,,,,4,6,2,6,0.5,1.0
AABBAAAA,likelihood_ration,A,1.65321251378,0,8,4,6,2,6,0.5,1.0
ABBBBBBB,information,B,0.9375,0.1875,6,3,1,7,7,0.75,1.0
ABBBBBBB,naive,B,0.75,0,2,3,1,7,7,0.75,1.0
ABBBBBBB,lba_k01_d01,A,0.8,0.1,7,3,1,7,7,0.75,1.0
ABBBBBBB,abscount,B,0.875,0.125,8,3,1,7,7,0.75,1.0
ABBBBBBB,snr,B,2.0,0.0,2,3,1,7,7,0.75,1.0
ABBBBBBB,blca_l10_k01_wi01_leak01_beta01,B,1.98,-0.98,1,3,1,7,7,0.75,1.0
ABBBBBBB,gating_g04,N,,,,3,1,7,7,0.75,1.0
ABBBBBBB,relcount,B,0.833333333333,0.166666666667,6,3,1,7,7,0.75,1.0
ABBBBBBB,likelihood_ration,B,-1.38021124171,0,5,3,1,7,7,0.75,1.0
AAABBAAB,information,N,,,,3,5,3,5,0.75,0.5
AAABBAAB,naive,A,0.75,0,1,3,5,3,5,0.75,0.5
AAABBAAB,lba_k01_d01,A,0.8,0.1,7,3,5,3,5,0.75,0.5
AAABBAAB,abscount,N,,,,3,5,3,5,0.75,0.5
AAABBAAB,snr,B,1.33333333333,0.0,4,3,5,3,5,0.75,0.5
AAABBAAB,blca_l10_k01_wi01_leak01_beta01,B,1.98,-0.98,1,3,5,3,5,0.75,0.5
AAABBAAB,gating_g04,N,,,,3,5,3,5,0.75,0.5
AAABBAAB,relcount,N,,,,3,5,3,5,0.75,0.5
AAABBAAB,likelihood_ration,A,1.35218251811,0,7,3,5,3,5,0.75,0.5
AAABBAAA,information,A,1.125,0.375,8,4,6,2,6,0.75,0.75
AAABBAAA,naive,A,0.75,0,1,4,6,2,6,0.75,0.75
AAABBAAA,lba_k01_d01,A,0.8,0.1,7,4,6,2,6,0.75,0.75
AAABBAAA,abscount,N,,,,4,6,2,6,0.75,0.75
AAABBAAA,snr,B,1.33333333333,0.0,4,4,6,2,6,0.75,0.75
AAABBAAA,blca_l10_k01_wi01_leak01_beta01,B,1.98,-0.98,1,4,6,2,6,0.75,0.75
AAABBAAA,gating_g04,N,,,,4,6,2,6,0.75,0.75
AAABBAAA,relcount,N,,,,4,6,2,6,0.75,0.75
AAABBAAA,likelihood_ration,A,1.35218251811,0,7,4,6,2,6,0.75,0.75
ABABABAB,information,N,,,,0,4,4,4,0.5,0.5
ABABABAB,naive,N,,,,0,4,4,4,0.5,0.5
ABABABAB,lba_k01_d01,A,0.8,0.1,7,0,4,4,4,0.5,0.5
ABABABAB,abscount,N,,,,0,4,4,4,0.5,0.5
ABABABAB,snr,B,2.0,0.0,2,0,4,4,4,0.5,0.5
ABABABAB,blca_l10_k01_wi01_leak01_beta01,B,1.98,-0.98,1,0,4,4,4,0.5,0.5
ABABABAB,gating_g04,N,,,,0,4,4,4,0.5,0.5
ABABABAB,relcount,N,,,,0,4,4,4,0.5,0.5
ABABABAB,likelihood_ration,N,,,,0,4,4,4,0.5,0.5
ABABABAA,information,N,,,,1,5,3,5,0.5,0.75
ABABABAA,naive,A,0.75,0,7,1,5,3,5,0.5,0.75
ABABABAA,lba_k01_d01,A,0.8,0.1,7,1,5,3,5,0.5,0.75
ABABABAA,abscount,N,,,,1,5,3,5,0.5,0.75
ABABABAA,snr,B,2.0,0.0,2,1,5,3,5,0.5,0.75
ABABABAA,blca_l10_k01_wi01_leak01_beta01,B,1.98,-0.98,1,1,5,3,5,0.5,0.75
ABABABAA,gating_g04,N,,,,1,5,3,5,0.5,0.75
ABABABAA,relcount,N,,,,1,5,3,5,0.5,0.75
ABABABAA,likelihood_ration,N,,,,1,5,3,5,0.5,0.75
ABBAABBA,information,N,,,,4,4,4,4,0.5,0.5
ABBAABBA,naive,B,0.75,0,2,4,4,4,4,0.5,0.5
ABBAABBA,lba_k01_d01,A,0.8,0.1,7,4,4,4,4,0.5,0.5
ABBAABBA,abscount,N,,,,4,4,4,4,0.5,0.5
ABBAABBA,snr,B,2.0,0.0,2,4,4,4,4,0.5,0.5
ABBAABBA,blca_l10_k01_wi01_leak01_beta01,B,1.98,-0.98,1,4,4,4,4,0.5,0.5
ABBAABBA,gating_g04,N,,,,4,4,4,4,0.5,0.5
ABBAABBA,relcount,N,,,,4,4,4,4,0.5,0.5
ABBAABBA,likelihood_ration,N,,,,4,4,4,4,0.5,0.5
ABBAABBB,information,N,,,,3,3,5,5,0.5,0.75
ABBAABBB,naive,B,0.75,0,2,3,3,5,5,0.5,0.75
ABBAABBB,lba_k01_d01,A,0.8,0.1,7,3,3,5,5,0.5,0.75
ABBAABBB,abscount,N,,,,3,3,5,5,0.5,0.75
ABBAABBB,snr,B,2.0,0.0,2,3,3,5,5,0.5,0.75
ABBAABBB,blca_l10_k01_wi01_leak01_beta01,B,1.98,-0.98,1,3,3,5,5,0.5,0.75
ABBAABBB,gating_g04,N,,,,3,3,5,5,0.5,0.75
ABBAABBB,relcount,N,,,,3,3,5,5,0.5,0.75
ABBAABBB,likelihood_ration,N,,,,3,3,5,5,0.5,0.75
ABBBABAB,information,N,,,,1,3,5,5,0.75,0.5
ABBBABAB,naive,B,0.75,0,2,1,3,5,5,0.75,0.5
ABBBABAB,lba_k01_d01,A,0.8,0.1,7,1,3,5,5,0.75,0.5
ABBBABAB,abscount,N,,,,1,3,5,5,0.75,0.5
ABBBABAB,snr,B,2.0,0.0,2,1,3,5,5,0.75,0.5
ABBBABAB,blca_l10_k01_wi01_leak01_beta01,B,1.98,-0.98,1,1,3,5,5,0.75,0.5
ABBBABAB,gating_g04,N,,,,1,3,5,5,0.75,0.5
ABBBABAB,relcount,N,,,,1,3,5,5,0.75,0.5
ABBBABAB,likelihood_ration,B,-1.38021124171,0,7,1,3,5,5,0.75,0.5
ABBBABAA,information,N,,,,2,4,4,4,0.75,0.75
ABBBABAA,naive,B,0.75,0,2,2,4,4,4,0.75,0.75
ABBBABAA,lba_k01_d01,A,0.8,0.1,7,2,4,4,4,0.75,0.75
ABBBABAA,abscount,N,,,,2,4,4,4,0.75,0.75
ABBBABAA,snr,B,2.0,0.0,2,2,4,4,4,0.75,0.75
ABBBABAA,blca_l10_k01_wi01_leak01_beta01,B,1.98,-0.98,1,2,4,4,4,0.75,0.75
ABBBABAA,gating_g04,N,,,,2,4,4,4,0.75,0.75
ABBBABAA,relcount,N,,,,2,4,4,4,0.75,0.75
ABBBABAA,likelihood_ration,B,-1.38021124171,0,7,2,4,4,4,0.75,0.75
AAAABBBB,information,A,0.75,0.0,4,4,4,4,4,1.0,1.0
AAAABBBB,naive,A,0.75,0,1,4,4,4,4,1.0,1.0
AAAABBBB,lba_k01_d01,A,0.8,0.1,7,4,4,4,4,1.0,1.0
AAAABBBB,abscount,N,,,,4,4,4,4,1.0,1.0
AAAABBBB,snr,B,1.25,0.0,5,4,4,4,4,1.0,1.0
AAAABBBB,blca_l10_k01_wi01_leak01_beta01,B,1.98,-0.98,1,4,4,4,4,1.0,1.0
AAAABBBB,gating_g04,N,,,,4,4,4,4,1.0,1.0
AAAABBBB,relcount,N,,,,4,4,4,4,1.0,1.0
AAAABBBB,likelihood_ration,N,,,,4,4,4,4,1.0,1.0
AAAABBBA,information,A,0.75,0.0,4,3,5,3,5,1.0,0.75
AAAABBBA,naive,A,0.75,0,1,3,5,3,5,1.0,0.75
AAAABBBA,lba_k01_d01,A,0.8,0.1,7,3,5,3,5,1.0,0.75
AAAABBBA,abscount,N,,,,3,5,3,5,1.0,0.75
AAAABBBA,snr,B,1.25,0.0,5,3,5,3,5,1.0,0.75
AAAABBBA,blca_l10_k01_wi01_leak01_beta01,B,1.98,-0.98,1,3,5,3,5,1.0,0.75
AAAABBBA,gating_g04,N,,,,3,5,3,5,1.0,0.75
AAAABBBA,relcount,N,,,,3,5,3,5,1.0,0.75
AAAABBBA,likelihood_ration,N,,,,3,5,3,5,1.0,0.75
AABABBBB,information,N,,,,3,3,5,5,0.75,1.0
AABABBBB,naive,A,0.75,0,1,3,3,5,5,0.75,1.0
AABABBBB,lba_k01_d01,A,0.8,0.1,7,3,3,5,5,0.75,1.0
AABABBBB,abscount,N,,,,3,3,5,5,0.75,1.0
AABABBBB,snr,B,1.5,0.0,3,3,3,5,5,0.75,1.0
AABABBBB,blca_l10_k01_wi01_leak01_beta01,B,1.98,-0.98,1,3,3,5,5,0.75,1.0
AABABBBB,gating_g04,N,,,,3,3,5,5,0.75,1.0
AABABBBB,relcount,N,,,,3,3,5,5,0.75,1.0
AABABBBB,likelihood_ration,N,,,,3,3,5,5,0.75,1.0
AABABBBA,information,N,,,,2,4,4,4,0.75,0.75
AABABBBA,naive,A,0.75,0,1,2,4,4,4,0.75,0.75
AABABBBA,lba_k01_d01,A,0.8,0.1,7,2,4,4,4,0.75,0.75
AABABBBA,abscount,N,,,,2,4,4,4,0.75,0.75
AABABBBA,snr,B,1.5,0.0,3,2,4,4,4,0.75,0.75
AABABBBA,blca_l10_k01_wi01_leak01_beta01,B,1.98,-0.98,1,2,4,4,4,0.75,0.75
AABABBBA,gating_g04,N,,,,2,4,4,4,0.75,0.75
AABABBBA,relcount,N,,,,2,4,4,4,0.75,0.75
AABABBBA,likelihood_ration,N,,,,2,4,4,4,0.75,0.75
ABABAABA,information,N,,,,3,5,3,5,0.5,0.75
ABABAABA,naive,A,0.75,0,5,3,5,3,5,0.5,0.75
ABABAABA,lba_k01_d01,A,0.8,0.1,7,3,5,3,5,0.5,0.75
ABABAABA,abscount,N,,,,3,5,3,5,0.5,0.75
ABABAABA,snr,B,2.0,0.0,2,3,5,3,5,0.5,0.75
ABABAABA,blca_l10_k01_wi01_leak01_beta01,B,1.98,-0.98,1,3,5,3,5,0.5,0.75
ABABAABA,gating_g04,N,,,,3,5,3,5,0.5,0.75
ABABAABA,relcount,N,,,,3,5,3,5,0.5,0.75
ABABAABA,likelihood_ration,N,,,,3,5,3,5,0.5,0.75
ABABAABB,information,N,,,,2,4,4,4,0.5,0.5
ABABAABB,naive,A,0.75,0,5,2,4,4,4,0.5,0.5
ABABAABB,lba_k01_d01,A,0.8,0.1,7,2,4,4,4,0.5,0.5
ABABAABB,abscount,N,,,,2,4,4,4,0.5,0.5
ABABAABB,snr,B,2.0,0.0,2,2,4,4,4,0.5,0.5
ABABAABB,blca_l10_k01_wi01_leak01_beta01,B,1.98,-0.98,1,2,4,4,4,0.5,0.5
ABABAABB,gating_g04,N,,,,2,4,4,4,0.5,0.5
ABABAABB,relcount,N,,,,2,4,4,4,0.5,0.5
ABABAABB,likelihood_ration,N,,,,2,4,4,4,0.5,0.5
AAAAABBB,information,A,0.75,0.0,4,3,5,3,5,1.0,0.75
AAAAABBB,naive,A,0.75,0,1,3,5,3,5,1.0,0.75
AAAAABBB,lba_k01_d01,A,0.8,0.1,7,3,5,3,5,1.0,0.75
AAAAABBB,abscount,N,,,,3,5,3,5,1.0,0.75
AAAAABBB,snr,B,1.2,0.0,6,3,5,3,5,1.0,0.75
AAAAABBB,blca_l10_k01_wi01_leak01_beta01,B,1.98,-0.98,1,3,5,3,5,1.0,0.75
AAAAABBB,gating_g04,N,,,,3,5,3,5,1.0,0.75
AAAAABBB,relcount,A,0.833333333333,0.166666666667,6,3,5,3,5,1.0,0.75
AAAAABBB,likelihood_ration,A,1.31875876262,0,8,3,5,3,5,1.0,0.75
AAAAABBA,information,A,0.75,0.0,4,4,6,2,6,1.0,0.5
AAAAABBA,naive,A,0.75,0,1,4,6,2,6,1.0,0.5
AAAAABBA,lba_k01_d01,A,0.8,0.1,7,4,6,2,6,1.0,0.5
AAAAABBA,abscount,N,,,,4,6,2,6,1.0,0.5
AAAAABBA,snr,B,1.2,0.0,6,4,6,2,6,1.0,0.5
AAAAABBA,blca_l10_k01_wi01_leak01_beta01,B,1.98,-0.98,1,4,6,2,6,1.0,0.5
AAAAABBA,gating_g04,N,,,,4,6,2,6,1.0,0.5
AAAAABBA,relcount,A,0.833333333333,0.166666666667,6,4,6,2,6,1.0,0.5
AAAAABBA,likelihood_ration,A,1.57403126773,0,8,4,6,2,6,1.0,0.5
ABABBBAB,information,N,,,,1,3,5,5,0.5,0.75
ABABBBAB,naive,B,0.75,0,4,1,3,5,5,0.5,0.75
ABABBBAB,lba_k01_d01,A,0.8,0.1,7,1,3,5,5,0.5,0.75
ABABBBAB,abscount,N,,,,1,3,5,5,0.5,0.75
ABABBBAB,snr,B,2.0,0.0,2,1,3,5,5,0.5,0.75
ABABBBAB,blca_l10_k01_wi01_leak01_beta01,B,1.98,-0.98,1,1,3,5,5,0.5,0.75
ABABBBAB,gating_g04,N,,,,1,3,5,5,0.5,0.75
ABABBBAB,relcount,N,,,,1,3,5,5,0.5,0.75
ABABBBAB,likelihood_ration,N,,,,1,3,5,5,0.5,0.75
ABABBBAA,information,N,,,,2,4,4,4,0.5,0.5
ABABBBAA,naive,B,0.75,0,4,2,4,4,4,0.5,0.5
ABABBBAA,lba_k01_d01,A,0.8,0.1,7,2,4,4,4,0.5,0.5
ABABBBAA,abscount,N,,,,2,4,4,4,0.5,0.5
ABABBBAA,snr,B,2.0,0.0,2,2,4,4,4,0.5,0.5
ABABBBAA,blca_l10_k01_wi01_leak01_beta01,B,1.98,-0.98,1,2,4,4,4,0.5,0.5
ABABBBAA,gating_g04,N,,,,2,4,4,4,0.5,0.5
ABABBBAA,relcount,N,,,,2,4,4,4,0.5,0.5
ABABBBAA,likelihood_ration,N,,,,2,4,4,4,0.5,0.5
ABAAAAAB,information,A,0.9375,0.1875,6,2,6,2,6,0.75,0.75
ABAAAAAB,naive,A,0.75,0,3,2,6,2,6,0.75,0.75
ABAAAAAB,lba_k01_d01,A,0.8,0.1,7,2,6,2,6,0.75,0.75
ABAAAAAB,abscount,N,,,,2,6,2,6,0.75,0.75
ABAAAAAB,snr,B,2.0,0.0,2,2,6,2,6,0.75,0.75
ABAAAAAB,blca_l10_k01_wi01_leak01_beta01,B,1.98,-0.98,1,2,6,2,6,0.75,0.75
ABAAAAAB,gating_g04,N,,,,2,6,2,6,0.75,0.75
ABAAAAAB,relcount,A,0.833333333333,0.166666666667,6,2,6,2,6,0.75,0.75
ABAAAAAB,likelihood_ration,A,1.38021124171,0,5,2,6,2,6,0.75,0.75
AAAAAABA,information,A,0.75,0.0,4,3,7,1,7,1.0,0.75
AAAAAABA,naive,A,0.75,0,1,3,7,1,7,1.0,0.75
AAAAAABA,lba_k01_d01,A,0.8,0.1,7,3,7,1,7,1.0,0.75
AAAAAABA,abscount,A,0.75,0.0,6,3,7,1,7,1.0,0.75
AAAAAABA,snr,B,1.16666666667,0.0,7,3,7,1,7,1.0,0.75
AAAAAABA,blca_l10_k01_wi01_leak01_beta01,B,1.98,-0.98,1,3,7,1,7,1.0,0.75
AAAAAABA,gating_g04,N,,,,3,7,1,7,1.0,0.75
AAAAAABA,relcount,A,0.857142857143,0.142857142857,7,3,7,1,7,1.0,0.75
AAAAAABA,likelihood_ration,A,1.6232492904,0,8,3,7,1,7,1.0,0.75
AAAAAABB,information,A,0.75,0.0,4,4,6,2,6,1.0,0.5
AAAAAABB,naive,A,0.75,0,1,4,6,2,6,1.0,0.5
AAAAAABB,lba_k01_d01,A,0.8,0.1,7,4,6,2,6,1.0,0.5
AAAAAABB,abscount,A,0.75,0.0,6,4,6,2,6,1.0,0.5
AAAAAABB,snr,B,1.16666666667,0.0,7,4,6,2,6,1.0,0.5
AAAAAABB,blca_l10_k01_wi01_leak01_beta01,B,1.98,-0.98,1,4,6,2,6,1.0,0.5
AAAAAABB,gating_g04,N,,,,4,6,2,6,1.0,0.5
AAAAAABB,relcount,A,0.857142857143,0.142857142857,7,4,6,2,6,1.0,0.5
AAAAAABB,likelihood_ration,N,,,,4,6,2,6,1.0,0.5
ABAAAAAA,information,A,0.9375,0.1875,6,3,7,1,7,0.75,1.0
ABAAAAAA,naive,A,0.75,0,3,3,7,1,7,0.75,1.0
ABAAAAAA,lba_k01_d01,A,0.8,0.1,7,3,7,1,7,0.75,1.0
ABAAAAAA,abscount,A,0.875,0.125,8,3,7,1,7,0.75,1.0
ABAAAAAA,snr,B,2.0,0.0,2,3,7,1,7,0.75,1.0
ABAAAAAA,blca_l10_k01_wi01_leak01_beta01,B,1.98,-0.98,1,3,7,1,7,0.75,1.0
ABAAAAAA,gating_g04,N,,,,3,7,1,7,0.75,1.0
ABAAAAAA,relcount,A,0.833333333333,0.166666666667,6,3,7,1,7,0.75,1.0
ABAAAAAA,likelihood_ration,A,1.38021124171,0,5,3,7,1,7,0.75,1.0
ABAABBAA,information,N,,,,3,5,3,5,0.75,0.5
ABAABBAA,naive,A,0.75,0,3,3,5,3,5,0.75,0.5
ABAABBAA,lba_k01_d01,A,0.8,0.1,7,3,5,3,5,0.75,0.5
ABAABBAA,abscount,N,,,,3,5,3,5,0.75,0.5
ABAABBAA,snr,B,2.0,0.0,2,3,5,3,5,0.75,0.5
ABAABBAA,blca_l10_k01_wi01_leak01_beta01,B,1.98,-0.98,1,3,5,3,5,0.75,0.5
ABAABBAA,gating_g04,N,,,,3,5,3,5,0.75,0.5
ABAABBAA,relcount,N,,,,3,5,3,5,0.75,0.5
